Timestamp,Node ID,Flow (LPS),Pressure (bar),pH,Status,Fault,Loss %,Manual,Confidence
2026-03-21 18:29:02,Z01,76.81,1.32,7.31,NORMAL,,16.1,False,100
2026-03-21 18:29:02,Z02,48.37,1.55,7.2,NORMAL,,15.4,False,100
2026-03-21 18:29:02,Z03,39.45,1.53,7.17,NORMAL,,3.1,True,92
2026-03-21 18:29:02,Z04,90.49,1.53,7.02,NORMAL,,16.8,False,100
2026-03-21 18:29:02,Z05,49.15,1.38,7.06,NORMAL,,17.1,True,94
2026-03-21 18:29:02,Z06,45.49,1.54,7.13,NORMAL,,15.2,False,100
2026-03-21 18:29:02,Z07,41.03,1.56,7.04,NORMAL,,17.1,True,88
2026-03-21 18:29:02,Z08,49.0,1.51,7.07,NORMAL,,15.2,False,100
2026-03-21 18:29:02,Z01,57.37,1.5,7.13,NORMAL,,15.7,False,100
2026-03-21 18:29:02,Z02,68.37,1.56,7.27,NORMAL,,15.9,False,100
2026-03-21 18:29:02,Z03,46.06,1.46,7.21,NORMAL,,17.4,True,92
2026-03-21 18:29:02,Z04,90.73,1.5,7.2,NORMAL,,15.0,False,100
2026-03-21 18:29:02,Z05,50.3,1.48,7.29,NORMAL,,16.0,True,91
2026-03-21 18:29:02,Z06,58.49,1.35,7.01,NORMAL,,15.4,False,100
2026-03-21 18:29:02,Z07,43.83,1.6,7.28,NORMAL,,16.2,True,91
2026-03-21 18:29:02,Z08,49.72,1.44,7.19,NORMAL,,18.0,False,100
2026-03-21 18:29:04,Z01,76.78,1.42,7.19,NORMAL,,17.0,False,100
2026-03-21 18:29:04,Z02,68.69,1.35,7.26,NORMAL,,16.9,False,100
2026-03-21 18:29:04,Z03,47.61,1.34,7.32,NORMAL,,15.1,True,92
2026-03-21 18:29:04,Z04,77.78,1.44,7.35,NORMAL,,17.8,False,100
2026-03-21 18:29:04,Z05,48.27,1.45,7.01,NORMAL,,15.3,True,94
2026-03-21 18:29:04,Z06,52.02,1.44,7.32,NORMAL,,16.9,False,100
2026-03-21 18:29:04,Z07,35.67,1.33,7.07,NORMAL,,5.4,True,88
2026-03-21 18:29:04,Z08,52.46,1.48,7.08,NORMAL,,16.9,False,100
2026-03-21 18:29:04,Z01,61.87,1.34,7.3,NORMAL,,15.3,False,100
2026-03-21 18:29:04,Z02,62.1,1.33,7.38,NORMAL,,16.7,False,100
2026-03-21 18:29:04,Z03,43.68,1.39,7.35,NORMAL,,15.7,True,92
2026-03-21 18:29:04,Z04,89.09,1.31,7.21,NORMAL,,16.1,False,100
2026-03-21 18:29:04,Z05,37.66,1.35,7.15,NORMAL,,4.9,True,91
2026-03-21 18:29:04,Z06,42.5,1.49,7.02,NORMAL,,17.6,False,100
2026-03-21 18:29:04,Z07,34.13,1.31,7.11,NORMAL,,4.1,True,91
2026-03-21 18:29:04,Z08,50.7,1.33,7.39,NORMAL,,16.5,False,100
2026-03-21 18:29:06,Z01,77.83,1.54,7.4,NORMAL,,17.7,False,100
2026-03-21 18:29:06,Z02,56.26,1.42,7.31,NORMAL,,15.5,False,100
2026-03-21 18:29:06,Z03,49.07,1.52,7.36,NORMAL,,15.9,True,92
2026-03-21 18:29:06,Z04,83.47,1.38,7.36,NORMAL,,15.1,False,100
2026-03-21 18:29:06,Z05,44.47,1.49,7.02,NORMAL,,16.4,True,94
2026-03-21 18:29:06,Z06,56.53,1.55,7.27,NORMAL,,15.5,False,100
2026-03-21 18:29:06,Z07,32.35,1.56,7.17,NORMAL,,4.9,True,88
2026-03-21 18:29:06,Z08,42.48,1.37,7.23,NORMAL,,16.4,False,100
2026-03-21 18:29:06,Z01,67.26,1.36,7.0,NORMAL,,17.4,False,100
2026-03-21 18:29:06,Z02,60.83,1.44,7.12,NORMAL,,15.5,False,100
2026-03-21 18:29:06,Z03,54.67,1.35,7.22,NORMAL,,15.3,True,92
2026-03-21 18:29:06,Z04,88.55,1.35,7.1,NORMAL,,15.5,False,100
2026-03-21 18:29:06,Z05,46.81,1.37,7.36,NORMAL,,17.4,True,91
2026-03-21 18:29:06,Z06,52.83,1.58,7.36,NORMAL,,15.4,False,100
2026-03-21 18:29:06,Z07,31.59,1.52,7.25,NORMAL,,4.9,True,91
2026-03-21 18:29:06,Z08,48.31,1.54,7.02,NORMAL,,16.0,False,100
2026-03-21 18:29:08,Z01,76.65,1.34,7.05,NORMAL,,16.9,False,100
2026-03-21 18:29:08,Z02,49.46,1.52,7.12,NORMAL,,15.4,False,100
2026-03-21 18:29:08,Z03,45.35,1.44,7.24,NORMAL,,16.4,True,92
2026-03-21 18:29:08,Z04,94.25,1.45,7.29,NORMAL,,15.7,False,100
2026-03-21 18:29:08,Z05,49.75,1.35,7.22,NORMAL,,16.0,True,94
2026-03-21 18:29:08,Z06,55.29,1.59,7.03,NORMAL,,17.0,False,100
2026-03-21 18:29:08,Z07,43.49,1.54,7.35,NORMAL,,16.1,True,88
2026-03-21 18:29:08,Z08,48.86,1.49,7.36,NORMAL,,16.7,False,100
2026-03-21 18:29:08,Z01,77.49,1.56,7.25,NORMAL,,16.4,False,100
2026-03-21 18:29:08,Z02,51.93,1.57,7.38,NORMAL,,15.6,False,100
2026-03-21 18:29:08,Z03,48.51,1.33,7.15,NORMAL,,16.1,True,92
2026-03-21 18:29:08,Z04,77.3,1.52,7.35,NORMAL,,17.1,False,100
2026-03-21 18:29:08,Z05,50.86,1.59,7.35,NORMAL,,15.0,True,91
2026-03-21 18:29:08,Z06,52.74,1.56,7.29,NORMAL,,17.0,False,100
2026-03-21 18:29:08,Z07,41.19,1.45,7.3,NORMAL,,15.9,True,91
2026-03-21 18:29:08,Z08,40.23,1.33,7.0,NORMAL,,15.8,False,100
2026-03-21 18:29:10,Z01,57.98,1.33,7.15,NORMAL,,16.1,False,100
2026-03-21 18:29:10,Z02,55.14,1.38,7.12,NORMAL,,17.7,False,100
2026-03-21 18:29:10,Z03,57.98,1.52,7.22,NORMAL,,16.1,True,92
2026-03-21 18:29:10,Z04,86.81,1.32,7.21,NORMAL,,15.7,False,100
2026-03-21 18:29:10,Z05,42.57,1.38,7.0,NORMAL,,17.2,True,94
2026-03-21 18:29:10,Z06,47.14,1.55,7.39,NORMAL,,17.3,False,100
